CPU Name,Cores,CPU Mark -,Thread Mark -,TDP (W) -,Socket,Category
"Qualcomm Technologies, Inc MSM8916",4,382,238,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8917",4,456,285,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8920",4,436,272,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8929",8,560,252,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8937",8,"1,017",374,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8939",8,819,332,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8940",8,904,318,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8952",8,804,356,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8953",8,"1,643",518,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8956",6,"1,345",746,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8976",8,"1,513",698,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8976SG",8,"1,912",736,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8992",6,782,558,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8994",8,890,509,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8996",4,"1,293",871,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8996pro",4,"1,435",837,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8998",8,"2,517","1,031",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc QCM2150",4,356,244,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc QM215",4,432,283,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDA450",8,"1,388",458,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDA660",8,"2,323",897,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM429",4,893,559,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM439",8,"1,296",487,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM450",8,"1,200",401,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM460",8,"1,861",750,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM630",8,"1,772",612,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM632",8,"1,809",744,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM636",8,"1,936",811,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM660",8,"2,150",959,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM662",8,"1,980",919,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM665",8,"2,147",893,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM670",8,"2,225","1,086",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM710",8,"2,303","1,174",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM712",8,"2,275","1,233",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM720G",8,"3,056","1,607",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM730G AIE",8,"3,148","1,481",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM765G 5G",8,"2,974","1,608",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM778G",8,"5,156","2,045",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDMMAGPIE",8,"2,873","1,439",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDMMAGPIEP",8,"2,980","1,505",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM4250",8,"1,873",715,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM4350",8,"2,520","1,317",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM6115",8,"2,416",920,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM6125",8,"2,094",860,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM6150",8,"2,605","1,278",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM6225",8,"1,976",930,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM6375",8,"4,552","1,954",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM7125",8,"2,988","1,555",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM7150",8,"2,938","1,405",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM7225",8,"3,237","1,758",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM7250",8,"3,147","1,551",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM8150",8,"4,218","1,789",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM8150_Plus",8,"3,730","1,633",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM8150P",8,"4,224","1,879",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM8250",8,"5,325","2,240",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM8250_AC",8,"5,772","2,594",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM8350",8,"5,490","2,136",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM8350AC",8,"6,139","2,690",NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc TRINKET",8,"2,214",898,NA,Unknown,Mobile/Embedded
"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP",8,"1,426",404,NA,Unknown,Mobile/Embedded
"Renoir based on Qualcomm Technologies, Inc SM7350",8,"4,513","1,777",NA,Unknown,Mobile/Embedded
ROC-RK3568-PC HDMI (Android),4,"1,197",551,NA,Unknown,Mobile/Embedded
Rockchip (Device Tree),4,598,424,NA,Unknown,Mobile/Embedded
Rockchip RK,8,"1,541",712,NA,Unknown,Mobile/Embedded
Rockchip RK3229,4,234,141,NA,Unknown,Mobile/Embedded
Rockchip RK3288,4,708,766,NA,Unknown,Mobile/Embedded
Rockchip RK3288 (Flattened Device Tree),4,508,403,NA,Unknown,Mobile/Embedded
Rockchip RK3326,4,277,207,NA,Unknown,Mobile/Embedded
Rockchip RK3328,4,319,204,NA,Unknown,Mobile/Embedded
Rockchip RK3368,8,731,357,NA,Unknown,Mobile/Embedded
Rockchip RK3399,8,"2,739","1,154",NA,Unknown,Mobile/Embedded
Rockchip RK3566 BOX DEMO V10 ANDROID Board,4,"1,058",516,NA,Unknown,Mobile/Embedded
Rockchip RK3566 EVB1 DDR4 V10 Board,4,751,466,NA,Unknown,Mobile/Embedded
Rockchip RK3566 EVB2 LP4X V10 Board,4,843,517,NA,Unknown,Mobile/Embedded
Rockchip RK3566 RK817 TABLET LP4X Board,4,909,488,NA,Unknown,Mobile/Embedded
Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board,4,795,508,NA,Unknown,Mobile/Embedded
"rockchip,rk3328",4,761,356,NA,Unknown,Mobile/Embedded
"rockchip,rk3368",8,489,230,NA,Unknown,Mobile/Embedded
Samsung Exynos 2100,8,"4,897","2,040",NA,Unknown,Mobile/Embedded
Samsung Exynos 7420,8,"1,612",812,NA,Unknown,Mobile/Embedded
Samsung Exynos 7570,4,396,264,NA,Unknown,Mobile/Embedded
Samsung Exynos 7580,8,878,308,NA,Unknown,Mobile/Embedded
Samsung Exynos 7870,8,883,287,NA,Unknown,Mobile/Embedded
Samsung Exynos 7880,8,"1,652",465,NA,Unknown,Mobile/Embedded
Samsung Exynos 7884,8,"1,335",640,NA,Unknown,Mobile/Embedded
